id,fecha_siniestro,tipo_automovil,marca,modelo,lng,lat,day,month
31329,02-04-2011 00:00,Automovil,Hyundai,Accent 1.3 l,-70.6610229,-33.4557326,Saturday,April
31330,03-04-2011 00:00,Camioneta,Toyota,Hilux d/c,-122.4192362,37.779280799999995,Sunday,April
31331,03-04-2011 00:00,Todo terreno,Mitsubishi,Montero 4 p,-71.5257377,-32.9658189,Sunday,April
31332,01-04-2011 00:00,Automovil,Chevrolet,Cxz 2736-197 chassis cabina,-40.3102574,-5.397183900000001,Friday,April
31334,02-04-2011 00:00,Automovil,Suzuki,Sx4 1.6 crossover automat,-6.6013781,42.1945302,Saturday,April
31335,02-04-2011 00:00,Automovil,Nissan,V16,3.1328057,42.312372100000005,Saturday,April
31338,03-03-2011 00:00,Automovil,Chevrolet,Optra ii ls nb 1.6 mt ac,-87.9740617,43.1820217,Thursday,March
31343,06-04-2011 00:00,Camioneta,Nissan,D21 d/c,-70.6132755,-33.501344,Wednesday,April
31344,07-04-2011 00:00,Automovil,Suzuki,Swift 1.5 gl ac,-46.788858,-18.8432793,Thursday,April
31346,07-04-2011 00:00,Automovil,Nissan,V16,-79.0513976,-8.144172200000002,Thursday,April
31347,08-04-2011 00:00,Automovil,Toyota,Yaris gl,-114.740814,32.5201816,Friday,April
31348,11-04-2011 00:00,Automovil,Suzuki,Swift 1.3 gl,-81.0718779,29.305856,Monday,April
31349,10-04-2011 00:00,Automovil,Suzuki,Sx4 1.6 crossover automat,-70.572846,-33.388121999999996,Sunday,April
31353,13-04-2011 00:00,Automovil,Hyundai,Getz 1.3 gl 1ab,-70.5164221,-33.3992786,Wednesday,April
31354,12-04-2011 00:00,Todo terreno,Toyota,Rav4 std,-70.5221166,-33.374834899999996,Tuesday,April
31355,13-04-2011 00:00,Automovil,Toyota,Yaris sport xli,-77.0273282,-11.9049842,Wednesday,April
31360,15-04-2011 00:00,Station wagon,Toyota,Rav4 std,-70.6366019,-33.43457045,Friday,April
31362,17-04-2011 00:00,Camioneta,Kia motors,K 2400 10s c/s,-73.1103862,-40.58391829999999,Sunday,April
31363,16-04-2011 00:00,Todo terreno,Kia motors,Sportage,-70.59786898,-33.43880893,Saturday,April
31364,18-04-2011 00:00,Minibus,Kia motors,Besta 2.7,-46.9952011,-22.9394402,Monday,April
31365,18-04-2011 00:00,Todo terreno,Hyundai,Tucson 2.7 gls at 4wd,-111.9898004,40.6581232,Monday,April
31366,13-04-2011 00:00,Automovil,Toyota,Yaris gl,-78.3125506,-0.0319711,Wednesday,April
31367,18-04-2011 00:00,Camioneta,Nissan,D21 d/c,-70.6014954,-33.418201399999994,Monday,April
31369,18-04-2011 00:00,Automovil,Kia motors,Cerato ex 1.6 aut. ac dab,-66.8471839,18.031192,Monday,April
31370,18-04-2011 00:00,Station wagon,Subaru,Legacy 3.0 4d spec b vdc,-70.5960396,-33.4384287,Monday,April
31371,18-04-2011 00:00,Todo terreno,Nissan,Terrano,-70.5867756,-33.420081,Monday,April
31372,19-04-2011 00:00,Todo terreno,Hyundai,Santa fe 2.0 gl 2wd crd,-3.9503862,40.7259665,Tuesday,April
31376,20-04-2011 00:00,Automovil,Toyota,Yaris gl,-68.2585258,-23.38960665,Wednesday,April
31380,25-04-2011 00:00,Camioneta,Nissan,Terrano pick up ax dies,-70.67233252,-33.53515803,Monday,April
31387,28-04-2011 00:00,Todo terreno,Mitsubishi,Montero 4 p,-73.0292146,-36.8021034,Thursday,April
31392,29-04-2011 00:00,Automovil,Toyota,Yaris gl,-118.4875489,34.019657,Friday,April
31395,02-05-2011 00:00,Station wagon,Toyota,Rav4 lujo,-70.53558454,-33.40951356,Monday,May
31397,05-05-2011 00:00,Todo terreno,Hyundai,Tucson 2.7 gls at 4wd,-69.9143118,-25.9831382,Thursday,May
31399,05-05-2011 00:00,Automovil,Chevrolet,Aveo iii hb 5p 1.4 base,-70.2433744,-33.186642600000006,Thursday,May
31400,07-05-2011 00:00,Automovil,Toyota,Yaris gl,-3.8720434,40.7259858,Saturday,May
31401,27-04-2011 00:00,Automovil,Nissan,Sentra 2.0,-70.6194996,-33.492746000000004,Wednesday,April
31402,09-05-2011 00:00,Todo terreno,Suzuki,Grand nomade 2.0/glx 4x2,-70.5985257,-33.453538800000004,Monday,May
31405,11-05-2011 00:00,Automovil,Suzuki,Sx4 1.6 crossover automat,-71.1913824,-34.648138200000005,Wednesday,May
31406,10-05-2011 00:00,Camioneta,Subaru,Baja pick up 2.5 at,-70.57726235,-33.39212003,Tuesday,May
31407,11-05-2011 00:00,Automovil,Subaru,Impreza 1.6 gl aa,-70.6120414,-33.460009899999996,Wednesday,May
31410,12-05-2011 00:00,Automovil,Suzuki,Sx4 1.6 glx,-70.55530381,-33.39204823,Thursday,May
31412,14-05-2011 00:00,Todo terreno,Toyota,Rav4 std,-71.5308028,-32.781036300000004,Saturday,May
31416,14-05-2011 00:00,Station wagon,Chevrolet,Optra ii ls nb 1.6 mt ac,-70.5295594,-33.438829999999996,Saturday,May
31418,04-05-2011 00:00,Camioneta,Nissan,Navara le 4x2,-70.1524645,-20.2140656,Wednesday,May
31419,18-05-2011 00:00,Automovil,Chevrolet,Aveo iii hb 5p 1.4 base,-70.54297774,-33.41035843,Wednesday,May
31421,19-05-2011 00:00,Automovil,Toyota,Starlet 1.0 xl,-70.6017482,-33.4297223,Thursday,May
31422,19-05-2011 00:00,Camioneta,Chevrolet,Luv 1.6 d/c,-4.2011489,40.231463500000004,Thursday,May
31423,20-05-2011 00:00,Automovil,Samsung,Sm3 le at,-106.6506739,35.17239,Friday,May
31424,19-05-2011 00:00,Camioneta,Nissan,Navara le 4x2,-70.4966062,-33.3640845,Thursday,May
31426,20-05-2011 00:00,Camioneta,Kia motors,Frontier 2.7 plus c/s,-71.7286087,-35.6894372,Friday,May
31427,20-05-2011 00:00,Todo terreno,Suzuki,Grand nomade 2.0/glx 4x2,-70.57605954,-33.37136483,Friday,May
31428,22-05-2011 00:00,Todo terreno,Honda,Crv 2.0,-98.45813319,19.108358600000003,Sunday,May
31429,23-05-2011 00:00,Todo terreno,Honda,Crv 2.0,-8.647761,40.4740068,Monday,May
31430,23-05-2011 00:00,Automovil,Toyota,Yaris gli,-13.5659744,28.9827483,Monday,May
31433,19-05-2011 00:00,Automovil,Kia motors,Rio 1.3 rs,-58.522971,-33.011946,Thursday,May
31436,26-05-2011 00:00,Automovil,Suzuki,Sx4 1.6 crossover,-4.3662929,36.7237563,Thursday,May
31437,26-05-2011 00:00,Todo terreno,Toyota,Rav4 std,-55.0291331,-34.847236200000005,Thursday,May
31446,06-01-2011 00:00,Automovil,Lifan,520 ex 1.6,-72.9045788,-41.4015516,Thursday,January
31448,08-01-2011 00:00,Camioneta,Mitsubishi,L200 dc td katana,-70.5758923,-33.572057,Saturday,January
31469,18-02-2011 00:00,Camioneta,Nissan,Otra,-70.4383757,-23.4456716,Friday,February
31471,20-02-2011 00:00,Automovil,Subaru,Impreza 1.6 gl,-70.5584185,-33.428940000000004,Sunday,February
31472,21-02-2011 00:00,Minibus,Hyundai,New h-1 gl 2.5 tci f.esc,-70.55557226,-33.40882263,Monday,February
31474,19-02-2011 00:00,Automovil,Toyota,Otra,-65.9937159,18.407526,Saturday,February
31475,23-02-2011 00:00,Camioneta,Toyota,Otra,2.1448951,43.92721029999999,Wednesday,February
31478,25-02-2011 00:00,Minibus,Hyundai,Otra,-117.5988131,33.430583899999995,Friday,February
31479,25-02-2011 00:00,Automovil,Chevrolet,Corsa swing,-122.3455262,37.96214570000001,Friday,February
31480,28-02-2011 00:00,Automovil,Citroen,C-3 1.4,-70.5568244,-33.536078,Monday,February
31481,28-02-2011 00:00,Camioneta,Nissan,D21 d/c,-68.1509531,-16.5400885,Monday,February
31482,01-03-2011 00:00,Automovil,Chevrolet,Aveo ls nb 1.4 16v mt,-68.1436119,-16.5072465,Tuesday,March
31483,02-03-2011 00:00,Camioneta,Nissan,Otra,-71.9827075,-13.5267117,Wednesday,March
31484,03-03-2011 00:00,Automovil,Kia motors,Grand carnival dsl aut ac,-70.3915792,-23.6050098,Thursday,March
31485,03-03-2011 00:00,Automovil,Toyota,Yaris xli,-76.5195265,2.6368175,Thursday,March
31486,06-03-2011 00:00,Automovil,Subaru,New legacy 2.0 4d awd,-99.772511,19.2619018,Sunday,March
31487,06-03-2011 00:00,Station wagon,Toyota,Rav4 lujo,-3.7467312,39.0174657,Sunday,March
31488,02-03-2011 00:00,Semiremolques (carroceria plana),Otra,Otra,-70.688711,-33.3894867,Wednesday,March
31489,06-03-2011 00:00,Camioneta,Kia motors,Frontier ii 2.5 plus chdh,-70.63138304,-33.47789232,Sunday,March
31490,07-03-2011 00:00,Station wagon,Toyota,Rav4 lujo,-58.1899099,-34.854937299999996,Monday,March
31491,06-03-2011 00:00,Automovil,Suzuki,Aerio sedan gls,-73.0493395,-36.827520299999996,Sunday,March
31493,07-03-2011 00:00,Camioneta,Hyundai,Otra,-70.6714557,-33.3711106,Monday,March
31494,08-03-2011 00:00,Automovil,Suzuki,Grand nomade 2.0,-101.0927527,22.9336204,Tuesday,March
31495,11-03-2011 00:00,Camiones,Mitsubishi,Canter 3 5 �ĉ�� 4 ton.,-116.6846795,32.6577937,Friday,March
31496,11-03-2011 00:00,Automovil,Chevrolet,Corsa swing,-70.6135321,-33.4216217,Friday,March
31497,04-03-2011 00:00,Automovil,Nissan,V16 ex saloon,-8.6290352,41.9034948,Friday,March
31498,12-03-2011 00:00,Automovil,Suzuki,Swift sf-416 1.6 sedan,-13.6974623,28.9749777,Saturday,March
31500,12-03-2011 00:00,Automovil,Chevrolet,Aveo lt nb 1.4 16v mt ac,-70.67428395,-33.38904612,Saturday,March
31502,13-03-2011 00:00,Furgon,Hyundai,Otra,-70.59962114,-33.45662131,Sunday,March
31503,13-03-2011 00:00,Camioneta,Kia motors,Frontier 2.7 plus c/s,-72.5245017,-37.64449715,Sunday,March
31504,15-03-2011 00:00,Camioneta,Toyota,Hilux d/c,-1.700235,37.6755534,Tuesday,March
31505,13-03-2011 00:00,Furgon,Hyundai,Otra,-71.1666002,-30.5743375,Sunday,March
31506,15-03-2011 00:00,Automovil,Toyota,Yaris sport xli,-90.5986717,14.6411274,Tuesday,March
31510,19-03-2011 00:00,Automovil,Suzuki,Swift gti,-51.3638405,-29.569202899999997,Saturday,March
31511,20-03-2011 00:00,Station wagon,Suzuki,Grand nomade 2.0 sp edit.,7.5417864,47.2097513,Sunday,March
31512,20-03-2011 00:00,Automovil,Hyundai,Accent 1.5 gls,-72.2116068,-37.49621810000001,Sunday,March
31513,20-03-2011 00:00,Automovil,Subaru,Impreza 2.0 awd gt,-70.6701293,-33.1832876,Sunday,March
31514,20-03-2011 00:00,Camioneta,Nissan,D21 d/c,11.7165149,45.2700441,Sunday,March
31515,20-03-2011 00:00,Automovil,Toyota,Yaris xli,2.322222244,47.92339825,Sunday,March
31516,20-03-2011 00:00,Furgon,Fiat,Otra,-69.7333329,-25.066666899999998,Sunday,March
31517,22-03-2011 00:00,Camioneta,Kia motors,Frontier 2.7 plus c/s,-70.6051843,-33.511931,Tuesday,March
31520,03-04-2011 00:00,Automovil,Volkswagen,Vento glx,-53.7256082,-29.703188899999997,Sunday,April
31521,02-04-2011 00:00,Automovil,Suzuki,Swift 1 3 ga,-71.1598926,-30.563574600000003,Saturday,April
31523,06-04-2011 00:00,Automovil,Nissan,Tiida hatchback le mt,-70.6799579,-33.4975367,Wednesday,April
31524,08-04-2011 00:00,Camioneta,Nissan,Terrano,-0.210697,40.0703594,Friday,April
31525,08-04-2011 00:00,Automovil,Chevrolet,Optra ls nb 1.6 16v mt ac,-70.5698261,-33.4598968,Friday,April
31527,10-04-2011 00:00,Automovil,Toyota,Rav4 std,-70.5436189,-33.4454525,Sunday,April
31529,10-01-2011 00:00,Automovil,Suzuki,Swift gl,-70.5107303,-33.3454138,Monday,January
31530,06-04-2011 00:00,Automovil,Kia motors,Sportage,-76.8444439,0.23416700000000001,Wednesday,April
31531,11-04-2011 00:00,Automovil,Suzuki,Grand nomade 2.0 glx spac,-68.126563,-38.8432157,Monday,April
31532,11-01-2011 00:00,Automovil,Suzuki,Swift gl,-70.6532748,-33.1821312,Tuesday,January
31534,13-04-2011 00:00,Camioneta,Nissan,Otra,-4.2782455,36.7172277,Wednesday,April
31535,06-01-2011 00:00,Furgon,Hyundai,Otra,9.0715003,52.7686056,Thursday,January
31536,11-01-2011 00:00,Camioneta,Nissan,Otra,9.0715003,52.7686056,Tuesday,January
31537,14-04-2011 00:00,Automovil,Subaru,Impreza 1.8i gla ltd,-70.61075164,-33.48963162,Thursday,April
31539,15-01-2011 00:00,Automovil,Chevrolet,Optra ls nb 1.8 16v at ac,9.0715003,52.7686056,Saturday,January
31540,15-01-2011 00:00,Camioneta,Ford,Ranger 2.5,-98.25141427,19.12464655,Saturday,January
31541,15-04-2011 00:00,Station wagon,Toyota,Rav4 lujo,-100.3119604,25.7225729,Friday,April
31543,16-01-2011 00:00,Camioneta,Hyundai,Otra,9.0715003,52.7686056,Sunday,January
31544,18-04-2011 00:00,Automovil,Nissan,V16 ex 1.6 sedan,-99.1492766,19.5188009,Monday,April
31545,18-04-2011 00:00,Camioneta,Ford,F-150 dc lariat 5.4l 4x4,-70.51668606,-33.357568699999995,Monday,April
31547,19-01-2011 00:00,Automovil,Hyundai,Tucson 2.0 gl at abs 2ab,-14.02700801,28.63484235,Wednesday,January
31549,21-04-2011 00:00,Automovil,Subaru,Impreza 1.6 gl,-73.0619766,-36.829636799999996,Thursday,April
31550,21-04-2011 00:00,Automovil,Toyota,Yaris gl,-68.0606777,-38.9436814,Thursday,April
31551,20-04-2011 00:00,Automovil,Toyota,Yaris gl,-70.59122999,-33.457308000000005,Wednesday,April
31554,22-01-2011 00:00,Camioneta,Hyundai,Porter,-78.3930992,-6.092266599999999,Saturday,January
31555,24-01-2011 00:00,Automovil,Chevrolet,Optra ls nb 1.6 16v mt ac,-70.58004764,-33.45069691,Monday,January
31556,26-04-2011 00:00,Station wagon,Toyota,Rav4 lujo,-70.58186483,-33.39938573,Tuesday,April
31558,26-01-2011 00:00,Camiones,Mitsubishi,Otra,-70.6082182,-33.534127399999996,Wednesday,January
31559,25-04-2011 00:00,Furgon,Fiat,Otra,-70.67457285,-33.40778612,Monday,April
31560,27-04-2011 00:00,Automovil,Hyundai,Tucson 2.0 gl at abs 2ab,-70.54291086,-33.38904775,Wednesday,April
31561,29-04-2011 00:00,Station wagon,Toyota,Rav4 super lujo,-67.4624371,-26.1183276,Friday,April
31562,28-04-2011 00:00,Automovil,Hyundai,Tucson 2.0 gl at abs 2ab,-70.5293239,-33.4135223,Thursday,April
31563,29-04-2011 00:00,Minibus,Hyundai,Otra,-71.1267879,-33.400778700000004,Friday,April
31564,29-04-2011 00:00,Automovil,Kia motors,Otra,-79.9543708,-3.2625679,Friday,April
31566,29-01-2011 00:00,Camiones,Hyundai,Hd 65 std 4 2 ton 4x2,-70.6761456,-33.3642857,Saturday,January
31569,31-05-2011 00:00,Todo terreno,Kia motors,Sportage,9.0546946,52.7702851,Tuesday,May
31574,16-04-2011 00:00,Station wagon,Suzuki,Grand nomade 2.0 glx,-97.2913899,20.3825,Saturday,April
31577,14-05-2011 00:00,Station wagon,Kia motors,Sorento ex 2.5 at ac 4x4,-70.60894545,-33.41527842,Saturday,May
31578,02-06-2011 00:00,Station wagon,Ssangyong,Stavic st 201,-70.63370539,-33.47158196,Thursday,June
31582,04-05-2011 00:00,Automovil,Suzuki,Swift gl,-1.5032732,37.6267815,Wednesday,May
31583,04-05-2011 00:00,Furgon,Hyundai,Otra,-70.59962114,-33.45662131,Wednesday,May
31584,07-05-2011 00:00,Camiones,Hino,Fb 4jg ta,-2.4674916,42.3285528,Saturday,May
31585,07-05-2011 00:00,Automovil,Chevrolet,Aveo lt hb 5p 1.4 16v mt,-70.676745,-33.5561492,Saturday,May
31586,07-05-2011 00:00,Camiones,International,2674 6x4 tolva,-98.1765395,18.9073353,Saturday,May
31588,09-05-2011 00:00,Station wagon,Toyota,Rav4 super lujo,-102.9982926,22.656149,Monday,May
31589,07-05-2011 00:00,Camioneta,Mitsubishi,L200 2.5 d/c,-70.5647403,-33.3741631,Saturday,May
31590,09-05-2011 00:00,Automovil,Suzuki,Otra,-6.5283914,40.6010104,Monday,May
31592,09-05-2011 00:00,Camioneta,Chevrolet,Luv 2.3 d/c,-100.7200217,20.9138475,Monday,May
31593,12-05-2011 00:00,Automovil,Suzuki,Swift gl,-95.6762307,29.7035674,Thursday,May
31594,12-05-2011 00:00,Automovil,Suzuki,Grand nomade 2.0,-70.5363243,-33.3845856,Thursday,May
31595,13-05-2011 00:00,Station wagon,Toyota,Rav4 super lujo,-70.6126288,-33.452957500000004,Friday,May
31596,16-05-2011 00:00,Automovil,Chevrolet,Optra ls nb 1.6 16v mt ac,-70.78688924,-33.52692698,Monday,May
31597,16-05-2011 00:00,Automovil,Toyota,Yaris sport gli dab,-70.59253908,-33.41725619,Monday,May
31598,17-05-2011 00:00,Furgon,Peugeot,Partner break,-74.1538313,4.57939895,Tuesday,May
31599,17-05-2011 00:00,Automovil,Toyota,Yaris gl,19.291739,43.0285558,Tuesday,May
31600,17-05-2011 00:00,Camioneta,Nissan,Otra,-75.9335398,20.0608949,Tuesday,May
31601,17-05-2011 00:00,Automovil,Kia motors,Otra,-70.54291086,-33.38904775,Tuesday,May
31602,16-05-2011 00:00,Automovil,Toyota,Yaris xli,-70.5979707,-33.42801895,Monday,May
31603,18-05-2011 00:00,Automovil,Toyota,Yaris gl,-70.5049836,-33.394132899999995,Wednesday,May
31604,20-05-2011 00:00,Station wagon,Toyota,Rav4 super lujo,-76.9391751,1.6261368,Friday,May
31605,20-05-2011 00:00,Automovil,Suzuki,Swift gl,-70.987016,-33.0188505,Friday,May
31606,19-05-2011 00:00,Minibus,Hyundai,New h-1 furgon gl tci 3s,-5.0554851,40.9087017,Thursday,May
31607,21-05-2011 00:00,Automovil,Toyota,Yaris gli,-70.59217219,-33.43747326,Saturday,May
31608,22-05-2011 00:00,Furgon,Hyundai,Furgon h-1 2.5 tdi ps,-70.5619366,-33.3893903,Sunday,May
31609,21-05-2011 00:00,Station wagon,Toyota,Rav4 super lujo,-70.52462794,-33.38754758,Saturday,May
31611,23-05-2011 00:00,Automovil,Hyundai,Tucson 2.0 gl at abs 2ab,-70.652592,-33.3741566,Monday,May
31612,24-05-2011 00:00,Automovil,Kia motors,Rio ii rs 1.5 mt dh,-65.2596022,-19.047861899999997,Tuesday,May
31613,24-05-2011 00:00,Station wagon,Suzuki,Grand nomade 2.7at glx sp,-70.6042724,-33.473985600000006,Tuesday,May
31614,22-05-2011 00:00,Furgon,Fiat,Otra,-47.7996074,-21.199502600000002,Sunday,May
31619,30-05-2011 00:00,Automovil,Suzuki,Swift sf-413,-65.6288267,-27.429756599999997,Monday,May
31620,30-05-2011 00:00,Automovil,Nissan,V16 sentra sedan,-78.6074819,-1.2420399,Monday,May
31621,30-05-2011 00:00,Camioneta,Nissan,Otra,-70.57972151,-33.38333248,Monday,May
31622,30-05-2011 00:00,Automovil,Chevrolet,Otra,-70.68663407,-33.59352,Monday,May
31623,30-05-2011 00:00,Furgon,Kia motors,Otra,25.6461008,44.98411,Monday,May
31624,30-05-2011 00:00,Station wagon,Toyota,Rav4 super lujo,-57.5506093,-38.072309000000004,Monday,May
31625,31-05-2011 00:00,Automovil,Toyota,Yaris xli,-70.6223967,-33.4600574,Tuesday,May
31626,31-05-2011 00:00,Automovil,Toyota,Yaris gl,-16.3104892,28.4335848,Tuesday,May
31631,24-01-2011 00:00,Automovil,Nissan,V16,-70.38969,-23.5803158,Monday,January
31632,31-01-2011 00:00,Camiones,Hyundai,Camion porter 2 ton. 4x2,-70.681175,-33.4020115,Monday,January
31641,01-03-2011 00:00,Station wagon,Subaru,Legacy 1.8 dl,-98.2705626,27.386981800000004,Tuesday,March
31643,03-03-2011 00:00,Camioneta,Autorrad,Century d/c full,-70.5586515,-33.3942915,Thursday,March
31646,10-03-2011 00:00,Camioneta,Nissan,Navara se 4x4,-5.673483591,43.5418818,Thursday,March
31652,25-03-2011 00:00,Station wagon,Toyota,Rav4 std,-99.1708295,19.3046935,Friday,March
31654,26-03-2011 00:00,Camioneta,Nissan,D21 d/c,-57.6308956,-25.312525100000002,Saturday,March
31655,28-03-2011 00:00,Automovil,Chevrolet,Aveo ii ls hb 3p 1.4 mt,-52.0582459,-3.1734687000000004,Monday,March
31656,29-03-2011 00:00,Station wagon,Subaru,Forester 2.0 awd turbo,-5.8635419,42.0485098,Tuesday,March
31667,01-05-2011 00:00,Automovil,Toyota,Rav4 std,-66.02396979,18.38937075,Sunday,May
31668,02-05-2011 00:00,Automovil,Suzuki,Sx4 1.6 glx,-4.138499487,42.28789045,Monday,May
31669,01-05-2011 00:00,Automovil,Kia motors,Rio ii rs 1.3 mt,12.3721355,41.8493656,Sunday,May
31670,30-04-2011 00:00,Automovil,Peugeot,Otra,-68.6464642,-32.9979722,Saturday,April
31672,01-05-2011 00:00,Camioneta,Nissan,Navara 4x2 d/c dies cuero,-99.2274399,19.3751776,Sunday,May
31673,02-05-2011 00:00,Camioneta,Ssangyong,Actyon sport 4x4 mt,-74.1975377,-13.175675199999997,Monday,May
31674,29-04-2011 00:00,Automovil,Chevrolet,Otra,2.1811177,41.5775552,Friday,April
31675,29-04-2011 00:00,Todo terreno,Subaru,Otra,22.12460171,50.01116675,Friday,April
31676,30-04-2011 00:00,Automovil,Toyota,Yaris gl,-92.7744389,36.933626000000004,Saturday,April
31677,02-05-2011 00:00,Automovil,Toyota,Yaris sedan xli,-70.599449,-33.441739399999996,Monday,May
31678,03-05-2011 00:00,Automovil,Suzuki,Swift 1 5 gl at,-89.2191985,13.6952693,Tuesday,May
31679,01-05-2011 00:00,Station wagon,Hyundai,Tucson 2.0 gl mt 2wd s/ac,-70.58289611,-33.43036126,Sunday,May
31680,04-05-2011 00:00,Camioneta,Toyota,Hilux,-70.72105669,-33.46141579,Wednesday,May
31681,02-05-2011 00:00,Camioneta,Ssangyong,Actyon sport 4x2 mt,-76.9062192,-12.1532198,Monday,May
31682,03-05-2011 00:00,Automovil,Toyota,Yaris gl,-70.59518475,-33.43647034,Tuesday,May
31683,03-05-2011 00:00,Automovil,Chevrolet,Otra,-73.5956001,45.522942900000004,Tuesday,May
31685,04-05-2011 00:00,Automovil,Chevrolet,Corsa extra ml 1.6 pwr ac,-79.9169506,-2.0382682,Wednesday,May
31686,05-05-2011 00:00,Automovil,Hyundai,Otra,-1.7253934,38.922497,Thursday,May
31687,03-05-2011 00:00,Automovil,Mitsubishi,Otra,2.168147099,41.40506129999999,Tuesday,May
31689,06-05-2011 00:00,Automovil,Volkswagen,Golf 1.6 comfort aa,-70.56557915,-33.38489693,Friday,May
31690,06-05-2011 00:00,Todo terreno,Suzuki,Grand nomade,-70.56194366,-33.414991,Friday,May
31692,07-05-2011 00:00,Automovil,Chevrolet,Otra,-74.1195606,4.7514007000000005,Saturday,May
31693,08-05-2011 00:00,Automovil,Toyota,Yaris gl,-67.1482257,18.4452438,Sunday,May
31694,07-05-2011 00:00,Buses y taxibuses,Mercedes benz,O-500 rsd,-79.0382045,-2.8842387,Saturday,May
31695,06-05-2011 00:00,Station wagon,Suzuki,Grand nomade,-70.5560884,-33.447161699999995,Friday,May
31696,09-05-2011 00:00,Station wagon,Mitsubishi,Outlander gl,-66.11828784,18.4660873,Monday,May
31697,06-05-2011 00:00,Automovil,Toyota,Yaris gli,-70.72888805,-33.46616645,Friday,May
31698,09-05-2011 00:00,Todo terreno,Toyota,Rav4 std,-66.0320499,18.389956,Monday,May
31699,09-05-2011 00:00,Camioneta,Nissan,Navara 4x2 d/c dies cuero,-70.6132311,-33.4350289,Monday,May
31700,08-05-2011 00:00,Camioneta,Changan,Otra,-49.3744029,-20.8121352,Sunday,May
31701,10-05-2011 00:00,Camioneta,Hyundai,Porter au,-66.1309116,18.3749285,Tuesday,May
31702,10-05-2011 00:00,Station wagon,Chevrolet,Vivant ls mc 1.6 16v mtaw,-8.0183085,12.5860619,Tuesday,May
31703,10-05-2011 00:00,Automovil,Chevrolet,Aveo iii ls hb 5p 1.4 mt,-72.1115386,-36.628930600000004,Tuesday,May
31706,10-05-2011 00:00,Station wagon,Mitsubishi,Outlander glx,-68.1021619,44.669810999999996,Tuesday,May
31707,11-05-2011 00:00,Station wagon,Hyundai,Santa fe 2.7 gl 4wd,-66.0415402,18.4482536,Wednesday,May
31708,12-05-2011 00:00,Automovil,Kia,Otra,-89.2174428,13.737542600000001,Thursday,May
31709,11-05-2011 00:00,Automovil,Suzuki,Swift 1 3 ga,-65.99743027,18.44319945,Wednesday,May
31710,24-04-2011 00:00,Automovil,Citroen,Zx audace,2.1526832,41.406368799999996,Sunday,April
31711,12-05-2011 00:00,Automovil,Samsung,Otra,-3.7045805,42.335847799999996,Thursday,May
31712,13-05-2011 00:00,Automovil,Toyota,Celica liftback st,-2.1086042,37.506311600000004,Friday,May
31713,13-05-2011 00:00,Automovil,Mazda,Otra,28.2802016,-25.707862,Friday,May
31714,12-05-2011 00:00,Automovil,Chevrolet,Otra,4.3672468,49.517922600000006,Thursday,May
31717,13-05-2011 00:00,Station wagon,Toyota,Rav4 std,-77.1180535,-11.830529499999999,Friday,May
31718,13-05-2011 00:00,Station wagon,Hyundai,Santa fe 2.7 gl 4wd,-56.4856279,-21.1292185,Friday,May
31719,13-05-2011 00:00,Station wagon,Kia,Otra,-76.94147496,-12.22695975,Friday,May
31720,15-05-2011 00:00,Automovil,Mazda,Otra,-99.2274399,19.3751776,Sunday,May
31722,14-05-2011 00:00,Automovil,Suzuki,Swift 1 3 ga,-4.138499487,42.28789045,Saturday,May
31723,15-05-2011 00:00,Automovil,Toyota,Rav4 std,-70.59784207,-33.4292817,Sunday,May
31725,13-05-2011 00:00,Camioneta,Nissan,Terrano,-0.4458174,38.41704489999999,Friday,May
31726,14-05-2011 00:00,Todo terreno,Suzuki,Grand nomade,-70.50450955,-33.39100861,Saturday,May
31728,16-05-2011 00:00,Station wagon,Toyota,Rav4 std,-6.3561486,38.9092515,Monday,May
31729,17-05-2011 00:00,Automovil,Volkswagen,Otra,-8.0183085,12.5860619,Tuesday,May
31730,16-05-2011 00:00,Automovil,Chevrolet,Optra ii ls nb 1.6 mtc aw,-70.5827894,-33.46033189999999,Monday,May
31731,16-05-2011 00:00,Automovil,Mazda,Otra,-70.6180304,-33.4454457,Monday,May
31732,12-05-2011 00:00,Automovil,Chevrolet,Otra,-1.9479931,38.958869799999995,Thursday,May
31733,16-05-2011 00:00,Station wagon,Toyota,Rav4 std,-46.4946597,-23.5211582,Monday,May
31734,17-05-2011 00:00,Automovil,Toyota,4runner,-0.430055289,38.3561196,Tuesday,May
31735,17-05-2011 00:00,Station wagon,Suzuki,Grand nomade,-99.1377394,19.4373885,Tuesday,May
31736,17-05-2011 00:00,Automovil,Chevrolet,Aveo ii lt hb 5p 1.4 mtac,-66.2300257,18.4051267,Tuesday,May
31737,17-05-2011 00:00,Automovil,Honda,Otra,6.6414315,44.890649700000004,Tuesday,May
31738,16-05-2011 00:00,Camioneta,Nissan,Navara 4x2 d/c dies cuero,-58.3871187,-34.7516131,Monday,May
31739,18-05-2011 00:00,Station wagon,Jeep,New cherokee limited dsl,-79.8914768,-2.1916277,Wednesday,May
31740,17-05-2011 00:00,Automovil,Suzuki,Mastervan sk 413 glx,-72.1272529,-36.6057493,Tuesday,May
31741,19-05-2011 00:00,Automovil,Suzuki,Swift 1 3 ga,2.2556446,41.9287611,Thursday,May
31743,18-05-2011 00:00,Todo terreno,Toyota,Rav4 std,-53.8222454,-29.6990083,Wednesday,May
